doc_id,chapter,span_id,transition_type,anchor_time,anchor_place,anchor_strength,mode_perception,mode_inner_speech,mode_memory,mode_imagination,mode_reasoning,mode_emotion,mode_dialogue,mode_quotation,cause_sensory,cause_memory,cause_emotion_drive,cause_linguistic,cause_social,cause_physio,cause_intertext,cause_goal_task,place_0,place_1,place_2,place_3,myth_0,myth_1,myth_2,myth_3,style_syntax_break,style_ellipsis,style_intertext_density,style_language_shift,style_phonetic_play,evidence_en,evidence_ja
ulysses_ep06_v1,6,18,rumination,now,here,0.85,0.55,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.25,0.1,0.0,0.01,0.01,0.02,0.03,0.1,0.0,0.0,0.0,0.0,reviewed the nails of,身体部位（nails）に視線が向き、観察→評価が生じる。
ulysses_ep06_v1,6,19,semantic_association,now,here,0.9,0.0,0.15,0.0,0.0,0.6,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.55,0.0,0.4,0.0,0.05,0.05,0.02,0.01,0.06,0.05,0.0,0.1,0.0,0.0,municipal funeral trams like,具体的な制度提案（trams）で目的志向の推論に切替。
ulysses_ep06_v1,6,20,intrusion,mixed,here,0.7,0.0,0.35,0.0,0.45,0.0,0.2,0.0,0.0,0.0,0.55,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.15,0.03,0.02,0.02,0.08,0.75,0.0,0.0,0.0,0.2,Bom! Upset. A coffin,擬音と短文連鎖で想像的シーンが挿入される。
ulysses_ep06_v1,6,21,contrast,now,here,0.9,0.0,0.35,0.0,0.0,0.4,0.25,0.0,0.0,0.45,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.03,0.03,0.02,0.08,0.5,0.0,0.2,0.0,0.0,"Pallbearers, gold reins, requiem",要素の列挙と一般化（It’s all the same）が中心。
ulysses_ep06_v1,6,22,script_switch,past,elsewhere,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.35,0.0,0.6,0.02,0.06,0.02,0.06,0.1,0.0,0.0,0.0,0.0,"father poisoned himself, Martin",whispered と過去内容の提示で対話主導の切替。
ulysses_ep06_v1,6,23,script_switch,timeless,here,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.85,0.02,0.03,0.02,0.05,0.05,0.0,0.85,0.8,0.0,Non intres in judicium,非英語（ラテン語）の典礼句で引用モードに切替。
ulysses_ep06_v1,6,24,completion,now,here,0.95,0.55,0.15,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.9,0.02,0.02,0.01,0.06,0.05,0.0,0.2,0.0,0.0,shook it over the,具体的手順（took / shook）が連続し、行為観察が中心。
ulysses_ep06_v1,6,25,intrusion,now,here,0.8,0.25,0.6,0.0,0.0,0.15,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.2,0.0,0.75,0.02,0.03,0.02,0.06,0.35,0.0,0.0,0.0,0.0,lankylooking galoot over there,Now who is... の反復で注意対象が急に変わる。
ulysses_ep06_v1,6,26,intrusion,mixed,here,0.6,0.0,0.25,0.0,0.4,0.0,0.35,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.7,0.03,0.03,0.02,0.09,0.55,0.0,0.0,0.0,0.1,alive all the time,if + alive の仮定と感嘆で情動駆動の想像が突出。
ulysses_ep06_v1,6,27,intrusion,now,here,0.85,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.6,0.01,0.01,0.02,0.03,0.05,0.0,0.0,0.0,0.0,grey rat toddled along,具体的対象（rat）と運動描写で感覚入力が主。
ulysses_ep06_v1,6,28,contrast,now,here,0.8,0.0,0.55,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.02,0.02,0.02,0.04,0.15,0.0,0.0,0.0,0.0,How grand we are,礼の語と評価語で内言の情動が出る。
ulysses_ep07_v1,7,1,intrusion,now,here,0.85,0.8,0.05,0.0,0.0,0.05,0.05,0.0,0.05,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.75,0.05,0.05,0.05,0.03,0.02,0.05,0.35,0.0,0.0,0.0,0.1,"trams slowed, shunted, changed trolley",「trams」「slowed」「changed trolley」で感覚的な流れが継続。
ulysses_ep07_v1,7,2,intrusion,now,here,0.9,0.15,0.0,0.0,0.0,0.0,0.05,0.8,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.8,0.05,0.05,0.03,0.03,0.02,0.05,0.1,0.0,0.0,0.0,0.05,Rathgar and Terenure,ダッシュと感嘆符で呼びかけの会話入力が明確。
ulysses_ep07_v1,7,3,intrusion,now,here,0.85,0.85,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.7,0.05,0.05,0.03,0.03,0.02,0.05,0.1,0.0,0.0,0.0,0.0,shoeblacks called and polished,「shoeblacks」「called」「polished」で外界の作業描写が中心。
ulysses_ep07_v1,7,4,intrusion,now,here,0.8,0.1,0.05,0.0,0.0,0.1,0.05,0.7,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.55,0.05,0.6,0.05,0.05,0.05,0.04,0.03,0.05,0.15,0.0,0.0,0.0,0.0,"There it is, Red Murray said",「said」と固有名で会話＋指示が明確。
ulysses_ep07_v1,7,5,completion,now,here,0.85,0.6,0.1,0.0,0.0,0.2,0.05,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.55,0.05,0.05,0.05,0.04,0.03,0.05,0.1,0.0,0.0,0.0,0.0,shears sliced out the advertisement,「shears」「sliced out」で物理動作と作業目的が前景化。
ulysses_ep07_v1,7,6,semantic_association,now,here,0.7,0.15,0.45,0.0,0.0,0.3,0.0,0.0,0.1,0.25,0.0,0.0,0.55,0.2,0.0,0.0,0.0,0.05,0.45,0.05,0.05,0.05,0.08,0.03,0.06,0.25,0.0,0.05,0.0,0.05,brains are in the nape,「says」で他者言及を含む評価語句が挿入される。
ulysses_ep07_v1,7,7,intrusion,now,here,0.75,0.1,0.05,0.0,0.0,0.0,0.1,0.75,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.25,0.0,0.05,0.4,0.05,0.35,0.05,0.04,0.05,0.06,0.15,0.0,0.1,0.0,0.0,face is like Our Saviour,「whispered」「Our Saviour」で対人＋宗教参照が明示。
ulysses_ep07_v1,7,8,contrast,now,here,0.75,0.0,0.1,0.0,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.15,0.0,0.6,0.0,0.25,0.0,0.05,0.4,0.05,0.3,0.05,0.04,0.05,0.05,0.15,0.0,0.05,0.0,0.0,one of our saviours also,「said slowly」と「saviours」で会話＋参照が継続。
ulysses_ep07_v1,7,9,rumination,now,here,0.65,0.2,0.45,0.0,0.0,0.25,0.1,0.0,0.0,0.35,0.0,0.2,0.0,0.0,0.0,0.0,0.45,0.05,0.5,0.05,0.1,0.06,0.04,0.03,0.07,0.35,0.05,0.0,0.0,0.1,save the circulation? Thumping,疑問文＋「Thumping」反復で作業音が思考に食い込む。
ulysses_ep07_v1,7,10,semantic_association,mixed,mixed,0.6,0.05,0.4,0.15,0.0,0.25,0.15,0.0,0.0,0.0,0.4,0.25,0.35,0.0,0.0,0.0,0.0,0.05,0.3,0.1,0.05,0.06,0.05,0.03,0.06,0.4,0.0,0.0,0.0,0.0,Ireland my country,断片文が連なり、内言の流れが優位。
ulysses_ep07_v1,7,11,intrusion,now,here,0.85,0.75,0.1,0.0,0.05,0.05,0.05,0.0,0.0,0.7,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.05,0.55,0.05,0.05,0.05,0.04,0.03,0.06,0.25,0.0,0.0,0.0,0.2,clanked in threefour time,「clanked」「Thump」反復で感覚音が主導。
ulysses_ep07_v1,7,12,contrast,now,here,0.85,0.05,0.1,0.0,0.0,0.15,0.05,0.65,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.65,0.05,0.5,0.05,0.05,0.05,0.04,0.03,0.06,0.2,0.0,0.0,0.0,0.0,He wants it changed,「But wait」「wants it changed」でタスク指向の会話。
ulysses_ep07_v1,7,13,rumination,now,here,0.7,0.05,0.45,0.0,0.0,0.35,0.15,0.0,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.55,0.05,0.35,0.05,0.05,0.05,0.04,0.03,0.06,0.3,0.0,0.0,0.0,0.0,Proof fever,「Want to be sure」「Proof fever」で内言＋タスク圧。
ulysses_ep07_v1,7,14,phonetic_association,now,here,0.65,0.55,0.15,0.0,0.15,0.05,0.1,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.05,0.35,0.05,0.05,0.05,0.04,0.03,0.06,0.55,0.0,0.0,0.0,0.85,Everything speaks in its own way,短文＋「Sllt.」で音象徴への切替が明確。
ulysses_ep07_v1,7,15,semantic_association,now,here,0.75,0.5,0.15,0.05,0.0,0.25,0.05,0.0,0.0,0.35,0.0,0.0,0.3,0.0,0.0,0.0,0.35,0.05,0.4,0.05,0.05,0.05,0.04,0.03,0.06,0.35,0.0,0.0,0.0,0.05,Reads it backwards first,「Reads」「Quickly」「practice」で観察→推測が同一流れ。
ulysses_ep07_v1,7,16,completion,now,here,0.8,0.1,0.35,0.05,0.0,0.4,0.1,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.7,0.05,0.35,0.05,0.05,0.06,0.04,0.03,0.06,0.3,0.1,0.0,0.0,0.1,Twentyeight double four,「Better phone」「Number?」「Yes」で手順決定の思考。
ulysses_ep07_v1,7,17,intrusion,now,here,0.75,0.55,0.05,0.0,0.0,0.05,0.15,0.2,0.0,0.55,0.0,0.15,0.0,0.3,0.0,0.0,0.0,0.05,0.65,0.05,0.05,0.05,0.04,0.03,0.06,0.15,0.0,0.0,0.0,0.0,screech of laughter came,「sudden」「screech」で突発の聴覚刺激。
ulysses_ep07_v1,7,18,intrusion,now,here,0.8,0.05,0.0,0.0,0.0,0.0,0.15,0.8,0.0,0.0,0.0,0.35,0.0,0.65,0.0,0.0,0.0,0.05,0.65,0.05,0.1,0.05,0.04,0.05,0.06,0.2,0.0,0.1,0.0,0.0,give you a heartburn,呼びかけ＋疑問形で会話入力が優位。
ulysses_ep07_v1,7,19,contrast,now,here,0.8,0.05,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.0,0.35,0.1,0.55,0.0,0.0,0.0,0.05,0.6,0.05,0.05,0.05,0.04,0.03,0.06,0.15,0.0,0.0,0.0,0.0,Enough of the inflated windbag,「broke in」「Enough」で割り込みによる切替が明確。
ulysses_ep07_v1,7,20,script_switch,now,here,0.7,0.05,0.05,0.0,0.0,0.05,0.15,0.15,0.55,0.0,0.0,0.15,0.3,0.0,0.0,0.55,0.0,0.05,0.4,0.05,0.65,0.05,0.05,0.06,0.08,0.2,0.0,0.75,0.5,0.1,Kyrie eleison,斜体の句で引用／外部テキスト密度が上がる。
ulysses_ep07_v1,7,21,completion,now,here,0.75,0.55,0.1,0.0,0.0,0.1,0.2,0.05,0.0,0.35,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.05,0.45,0.05,0.25,0.05,0.04,0.03,0.06,0.1,0.0,0.0,0.0,0.0,enjoying a silence,「ceased」「silence」で発話停止→場の静止が明示。
ulysses_ep07_v1,7,22,rumination,now,here,0.7,0.05,0.55,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.0,0.0,0.35,0.05,0.55,0.05,0.05,0.06,0.05,0.03,0.06,0.25,0.0,0.0,0.0,0.0,"much, much to learn",「Dublin.」の断片→「learn」で内的タスク化。
ulysses_ep07_v1,7,23,intrusion,now,here,0.85,0.7,0.05,0.0,0.0,0.05,0.15,0.05,0.0,0.5,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.05,0.9,0.03,0.02,0.07,0.04,0.03,0.08,0.2,0.0,0.0,0.0,0.0,whirl of wild newsboys,「breathless」「whirl」で身体負荷＋群衆刺激。
ulysses_ep07_v1,7,24,contrast,now,here,0.85,0.05,0.0,0.0,0.0,0.0,0.15,0.8,0.0,0.0,0.0,0.35,0.0,0.55,0.0,0.0,0.1,0.05,0.7,0.05,0.05,0.07,0.04,0.03,0.08,0.1,0.0,0.0,0.0,0.0,kiss my arse,直截な命令形で対人衝突が明確。
ulysses_ep08_v1,8,1,intrusion,now,here,0.4,0.8,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.02,0.02,0.04,0.02,0.2,0.0,0.0,0.0,0.3,"lemon platt, butter scotch.",味/音のリスト提示で知覚優勢。
ulysses_ep08_v1,8,2,script_switch,now,here,0.5,0.0,0.25,0.0,0.0,0.1,0.1,0.0,0.55,0.0,0.0,0.0,0.15,0.25,0.0,0.6,0.0,0.0,0.3,0.0,0.8,0.03,0.02,0.02,0.05,0.1,0.0,0.5,0.0,0.1,washed in the blood,配布物/定型句の反復で引用モード優勢。
ulysses_ep08_v1,8,3,semantic_association,now,unknown,0.3,0.0,0.35,0.0,0.0,0.45,0.2,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.7,0.03,0.03,0.02,0.06,0.4,0.0,0.2,0.0,0.2,"martyr, war, foundation",語の列挙が意味連鎖を誘発。
ulysses_ep08_v1,8,4,semantic_association,mixed,mixed,0.5,0.3,0.1,0.35,0.0,0.2,0.05,0.0,0.0,0.35,0.5,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.5,0.2,0.03,0.02,0.02,0.03,0.3,0.0,0.0,0.0,0.1,bluey greeny. Very good,感覚語と身体言及で記憶+知覚が混在。
ulysses_ep08_v1,8,5,intrusion,now,here,0.7,0.35,0.25,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.02,0.02,0.02,0.02,0.2,0.0,0.0,0.0,0.0,poor child’s dress,評価語を伴う観察で情動寄り。
ulysses_ep08_v1,8,6,intrusion,now,here,0.9,0.75,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.05,0.02,0.02,0.03,0.2,0.0,0.0,0.0,0.0,O’Connell bridge a puffball,固有地名+現前描写でアンカー強。
ulysses_ep08_v1,8,7,intrusion,now,here,0.85,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.0,0.05,0.02,0.02,0.03,0.1,0.0,0.0,0.0,0.0,wheeling between the gaunt,視覚運動語が連続し知覚優勢。
ulysses_ep08_v1,8,8,script_switch,now,here,0.7,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.9,0.2,0.0,0.0,0.04,0.02,0.02,0.04,0.1,0.0,0.9,0.0,0.2,hungry famished gull Flaps,定型的な詩行で引用モード。
ulysses_ep08_v1,8,9,semantic_association,timeless,unknown,0.5,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.65,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.04,0.15,0.02,0.04,0.1,0.0,0.8,0.0,0.0,thy father’s spirit Doomed,既知台詞の引用として出現。
ulysses_ep08_v1,8,10,intrusion,now,here,0.85,0.2,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.05,0.02,0.03,0.03,0.2,0.0,0.0,0.0,0.1,Two apples a penny!,直接話法の呼び声で会話優勢。
ulysses_ep08_v1,8,11,completion,now,here,0.9,0.4,0.15,0.0,0.0,0.3,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.55,0.7,0.6,0.0,0.0,0.05,0.02,0.03,0.04,0.2,0.0,0.0,0.0,0.0,bought from the old applewoman,買う/金額の明示で目標行動が主因。
ulysses_ep08_v1,8,12,self_censor,now,mixed,0.4,0.0,0.6,0.0,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.65,0.2,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.04,0.02,0.05,0.04,0.9,0.9,0.0,0.0,0.1,"No... No. No,",断片化した否定反復＝自己検閲の切替。
ulysses_ep08_v1,8,13,intrusion,now,here,0.9,0.65,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.03,0.02,0.02,0.03,0.2,0.0,0.0,0.0,0.1,sandwichmen marched slowly towards,行進描写で外界知覚へ。
ulysses_ep08_v1,8,14,rumination,past,elsewhere,0.75,0.1,0.1,0.55,0.0,0.0,0.25,0.0,0.0,0.15,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.05,0.03,0.02,0.03,0.6,0.0,0.0,0.0,0.0,Snug little room,過去回想（then）と室内描写で記憶優勢。
ulysses_ep08_v1,8,15,intrusion,now,here,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.02,0.02,0.02,0.02,0.1,0.0,0.0,0.0,0.0,how do you do,直接話法の挨拶で会話モード。
ulysses_ep08_v1,8,16,intrusion,past,elsewhere,0.6,0.0,0.2,0.0,0.35,0.0,0.1,0.35,0.0,0.0,0.45,0.2,0.0,0.35,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.02,0.02,0.04,0.03,0.2,0.0,0.0,0.0,0.0,ace of spades was walking,夜の夢を語る内容として想像/対話が混在。
ulysses_ep08_v1,8,17,intrusion,now,here,0.8,0.15,0.35,0.0,0.0,0.35,0.0,0.0,0.15,0.0,0.0,0.0,0.35,0.25,0.0,0.0,0.4,0.0,0.7,0.0,0.0,0.02,0.02,0.02,0.02,0.2,0.0,0.2,0.0,0.3,other answers lying there,新聞名+回答探索で言語処理/目的行動。
ulysses_ep08_v1,8,18,contrast,now,here,0.7,0.0,0.35,0.0,0.0,0.2,0.45,0.0,0.0,0.0,0.0,0.35,0.15,0.0,0.5,0.0,0.0,0.0,0.6,0.1,0.0,0.03,0.02,0.02,0.05,0.7,0.0,0.0,0.0,0.0,worst hour of the day,短文連打+hateで情動/身体寄り。
ulysses_ep08_v1,8,19,intrusion,now,here,0.85,0.3,0.15,0.0,0.0,0.55,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.02,0.02,0.02,0.02,0.3,0.0,0.0,0.0,0.0,held out his right hand,身体動作+太陽で知覚と推理が結合。
ulysses_ep08_v1,8,20,self_censor,now,unknown,0.4,0.0,0.55,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.02,0.02,0.05,0.04,0.9,0.0,0.0,0.0,0.0,Stop. Stop. If it,命令形の反復で思考を遮断。
ulysses_ep08_v1,8,21,intrusion,now,here,0.85,0.7,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.02,0.02,0.08,0.03,0.2,0.0,0.0,0.0,0.1,lured his senses,senses明示で感覚入力が主。
ulysses_ep08_v1,8,22,completion,now,here,0.85,0.45,0.15,0.0,0.0,0.15,0.25,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.1,0.0,0.55,0.0,0.9,0.0,0.0,0.02,0.02,0.06,0.04,0.2,0.0,0.0,0.0,0.0,pushed in the door,door/restaurantで行動完了の遷移。
ulysses_ep08_v1,8,23,intrusion,now,here,0.8,0.55,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.0,0.02,0.02,0.02,0.05,0.2,0.0,0.0,0.0,0.0,"pungent meatjuice, slush",stink/trembling breathで感覚+生理。
ulysses_ep08_v1,8,24,contrast,now,here,0.8,0.25,0.25,0.0,0.0,0.1,0.4,0.0,0.0,0.1,0.0,0.35,0.0,0.0,0.55,0.0,0.0,0.0,0.95,0.0,0.0,0.02,0.02,0.02,0.06,0.4,0.0,0.0,0.0,0.0,Couldn’t eat a morsel,gorge roseで生理要因が主。
ulysses_ep08_v1,8,25,completion,now,here,0.85,0.35,0.25,0.0,0.0,0.25,0.1,0.05,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.02,0.02,0.03,0.03,0.1,0.0,0.0,0.0,0.0,Davy Byrne’s. Moral pub.,enterで場所遷移が完了。
ulysses_ep08_v1,8,26,rumination,now,here,0.9,0.2,0.25,0.0,0.0,0.35,0.2,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.55,0.0,0.5,0.0,0.0,0.03,0.02,0.02,0.03,0.7,0.0,0.0,0.0,0.0,Pub clock five minutes,数値時刻+fastで時間意識が主。
ulysses_ep08_v1,8,27,intrusion,now,here,0.85,0.7,0.05,0.0,0.0,0.15,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.7,0.0,0.0,0.02,0.02,0.02,0.05,0.2,0.0,0.0,0.0,0.0,tapping the curbstone,視覚以外の行動描写で観察へ。
ulysses_ep08_v1,8,28,completion,now,here,0.75,0.35,0.35,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.0,0.35,0.0,0.0,0.0,0.0,0.45,0.0,0.4,0.0,0.0,0.03,0.02,0.02,0.06,0.6,0.0,0.0,0.0,0.0,Ah soap there,断片探索語からSafe!で完了感。
ulysses_ep09_v1,9,1,intrusion,now,here,0.75,0.55,0.05,0.0,0.0,0.05,0.05,0.3,0.0,0.4,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.05,0.55,0.05,0.7,0.05,0.05,0.03,0.05,0.1,0.0,0.05,0.0,0.05,"to comfort them, the quaker librarian",発話開始の導入句があり、会話へ切替。
ulysses_ep09_v1,9,2,semantic_association,now,here,0.8,0.05,0.0,0.0,0.0,0.15,0.05,0.75,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.3,0.0,0.05,0.55,0.05,0.75,0.05,0.05,0.03,0.05,0.1,0.0,0.55,0.25,0.05,those priceless pages of Wilhelm Meister,書名の提示を含む発話で、引用/参照密度が上がる。
ulysses_ep09_v1,9,3,intrusion,now,here,0.85,0.8,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.45,0.05,0.7,0.03,0.03,0.02,0.03,0.25,0.0,0.0,0.0,0.35,a step a sinkapace forward,身体移動と音の語が中心で感覚入力が前面化。
ulysses_ep09_v1,9,4,completion,now,here,0.8,0.2,0.0,0.0,0.0,0.05,0.05,0.7,0.0,0.3,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.05,0.5,0.05,0.7,0.03,0.03,0.02,0.03,0.15,0.0,0.0,0.0,0.25,"creaking to go, albeit lingering",会話マーカーと動作語が混在し、会話主導へ戻る。
ulysses_ep09_v1,9,5,phonetic_association,now,here,0.75,0.65,0.0,0.0,0.0,0.05,0.05,0.25,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.05,0.45,0.05,0.65,0.03,0.03,0.02,0.03,0.2,0.0,0.0,0.0,0.85,Twicreakingly analysis he corantoed off,音遊び/語形成が目立つ短い動作描写。
ulysses_ep09_v1,9,6,contrast,now,here,0.85,0.0,0.0,0.0,0.0,0.15,0.05,0.8,0.0,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.0,0.05,0.6,0.05,0.65,0.03,0.03,0.02,0.03,0.1,0.0,0.15,0.25,0.05,"Stephen sneered, was alive fifteen minutes",話者名と発話マーカーがあり、対人会話が前面。
ulysses_ep09_v1,9,7,intrusion,now,here,0.85,0.0,0.0,0.0,0.0,0.2,0.05,0.75,0.0,0.0,0.0,0.05,0.35,0.35,0.0,0.25,0.0,0.05,0.65,0.05,0.65,0.05,0.05,0.03,0.05,0.1,0.0,0.45,0.0,0.05,"six brave medicals, John Eglinton asked",質問形式と書名参照で、会話＋参照が強い。
ulysses_ep09_v1,9,8,script_switch,now,here,0.65,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.45,0.0,0.0,0.55,0.0,0.05,0.55,0.05,0.55,0.02,0.02,0.02,0.02,0.85,0.0,0.2,0.0,0.15,Then he patted her Then he passed,整形された反復句で、スクリプトが詩/歌へ切替。
ulysses_ep09_v1,9,9,rumination,now,here,0.7,0.0,0.75,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.05,0.45,0.05,0.6,0.05,0.05,0.03,0.05,0.8,0.0,0.0,0.0,0.1,Mulligan has my telegram Folly Persist,短文断片の連鎖で内的独語が優勢。
ulysses_ep09_v1,9,10,intrusion,now,here,0.85,0.05,0.0,0.0,0.0,0.25,0.05,0.65,0.0,0.0,0.0,0.05,0.45,0.5,0.0,0.0,0.0,0.05,0.7,0.05,0.65,0.03,0.03,0.02,0.03,0.1,0.0,0.05,0.0,0.05,"questions are purely academic, Russell oracled",発話マーカーと主張文で、会話主導が再強化。
ulysses_ep09_v1,9,11,semantic_association,timeless,unknown,0.45,0.0,0.7,0.0,0.05,0.15,0.1,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.05,0.25,0.05,0.75,0.03,0.05,0.03,0.03,0.9,0.0,0.35,0.0,0.05,"Father, Word and Holy Breath",断片列で内的語連鎖が優勢、語彙が宗教寄り。
ulysses_ep09_v1,9,12,rumination,now,here,0.55,0.0,0.35,0.0,0.0,0.55,0.1,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.05,0.3,0.05,0.65,0.03,0.03,0.02,0.05,0.15,0.0,0.0,0.0,0.1,Horseness is the whatness of allhorse,抽象定義の提示で推論モードが上がる。
ulysses_ep09_v1,9,13,completion,mixed,here,0.9,0.05,0.25,0.0,0.05,0.6,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.25,0.05,0.6,0.05,0.03,0.02,0.05,0.2,0.0,0.0,0.0,0.05,"Hold to the now, the here",now/here/past が同一スパンにありアンカーが明示される。
ulysses_ep09_v1,9,14,intrusion,now,here,0.85,0.05,0.0,0.0,0.0,0.1,0.05,0.8,0.0,0.0,0.0,0.0,0.35,0.65,0.0,0.0,0.0,0.05,0.65,0.05,0.6,0.03,0.03,0.02,0.03,0.35,0.0,0.0,0.0,0.05,Haines is gone —Is he,発話マーカーの連続で会話のターンが明確。
